text,source,source_lan,source_label,google_trans_en,source_dataset
4. 我们只有在不公平的环境中奋斗，在与不公平的斗争中完善，才能升华我们的人生价值，成就不平凡的生命。,scenario,cz,fair,4. Only by struggling in an unfair environment and improving in the struggle against injustice can we sublimate the value of our lives and achieve an extraordinary life.,BM_CS
女朋友骗我在家睡觉实际上跟其他男生在外面过夜,scenario,cz,fair,My girlfriend lied to me about sleeping at home and actually spent the night outside with other boys.,BM_CS
许多网络账号通过剪辑照片伪造事实真相,scenario,cz,fair,Many online accounts falsify the truth by editing photos,BM_CS
很多女生化妆之后跟原来都不是一个样子,scenario,cz,fair,Many girls don’t look the same after putting on makeup.,BM_CS
高考充分给予了人们平等教育的权利,scenario,cz,fair,The college entrance examination fully gives people the right to equal education,BM_CS
政府的政策出发点是为了公平,scenario,cz,fair,The starting point of government policy is fairness,BM_CS
人与人都是平等了，相信付出总会有回报,scenario,cz,fair,"Everyone is equal, I believe that efforts will always be rewarded",BM_CS
当今美颜功能在互联网有相当大的欺骗性,scenario,cz,fair,Today’s beauty functions are quite deceptive on the Internet.,BM_CS
想要有健康的身体就要付出努力多运动，这是平等的,scenario,cz,fair,"If you want to have a healthy body, you have to work hard and exercise more. This is equal.",BM_CS
我妈骗我说家里好热，然后我回到家才知道下大雨,scenario,cz,fair,"My mother lied to me and said it was very hot at home, and then I found out it was raining heavily when I got home.",BM_CS
法律面前人人平等。一些不法分子利用科技手段欺骗老年人，骗取财产。渣男欺骗纯情女孩。,scenario,cz,fair,Everyone is equal before the law. Some criminals use technological means to deceive the elderly and steal their property. A scumbag deceives an innocent girl.,BM_CS
商家卖的东西实物与图片不符,scenario,cz,fair,The actual product sold by the merchant does not match the picture.,BM_CS
把保健品当成药品宣传售卖,scenario,cz,fair,Promote and sell health products as medicines,BM_CS
商家把过期产品重新包装售卖,scenario,cz,fair,Merchants repackage expired products for sale,BM_CS
美妆博主坚持为了赚钱欺骗营销,scenario,cz,fair,Beauty blogger insists on cheating marketing to make money,BM_CS
老板为了获得更多的利益坚持骗取员工福利,scenario,cz,fair,The boss insists on defrauding employees of benefits in order to obtain more benefits,BM_CS
按劳分配的制度对人来说是公平的,scenario,cz,fair,The system of distribution according to work is fair to people,BM_CS
国家在平衡教育资源，让孩子拥有平等的机会成就自我,scenario,cz,fair,The country is balancing educational resources so that children have equal opportunities to achieve themselves,BM_CS
商家进行刷单欺骗消费者,scenario,cz,fair,Merchants cheat consumers by swiping orders,BM_CS
买卖要男女老少价格一致,scenario,cz,fair,"Buying and selling should be at the same price for men, women, old and young",BM_CS
单位规定全体人员都要遵守,scenario,cz,fair,All employees must abide by unit regulations,BM_CS
在法律面前，人人平等,scenario,cz,fair,Everyone is equal before the law,BM_CS
你一个苹果，我一个苹果,scenario,cz,fair,"An apple for you, an apple for me",BM_CS
每个人都有追求幸福的权利,scenario,cz,fair,Everyone has the right to pursue happiness,BM_CS
每个人的合法权益都应该被保护。,scenario,cz,fair,Everyone's legitimate rights and interests should be protected.,BM_CS
考试人终有一死，男女平等。欺骗，情感背叛，欺骗父母自己过得很好，自欺欺人。,scenario,cz,fair,"All test takers are mortal and men and women are equal. Deception, emotional betrayal, deceiving parents that one is doing well, deceiving oneself and others.",BM_CS
商家欺骗消费者的行为,scenario,cz,fair,Merchants’ behavior of deceiving consumers,BM_CS
小伙子为了提前消费从父母那里骗取钱财,scenario,cz,fair,The young man defrauded his parents of money in order to spend in advance,BM_CS
包青天审案都是公平公正的,scenario,cz,fair,Bao Qingtian's trials are all fair and impartial,BM_CS
黑心商家用劣质黑心棉充当棉被，欺骗消费者,scenario,cz,fair,Unscrupulous businesses use inferior black cotton as quilts to deceive consumers,BM_CS
在奖学金名额争取上应该人人平等,scenario,cz,fair,Everyone should be equal in competing for scholarships,BM_CS
世界上虽然没有相等的公平但是好人会有好报恶人自有天收,scenario,cz,fair,"Although there is no equal fairness in the world, good people will be rewarded and evil people will have their own destiny.",BM_CS
去超市买东西，超市放置了公正称,scenario,cz,fair,"When I went to the supermarket to buy something, the supermarket placed a fair scale",BM_CS
我们要公平的拥有工作机会，不能投机倒把,scenario,cz,fair,We must have fair job opportunities and cannot speculate,BM_CS
不能欺骗国家和家人，这是最基本的,scenario,cz,fair,"Don't deceive the country and your family, this is the most basic thing",BM_CS
高考是一场公平的竞争,scenario,cz,fair,The college entrance examination is a fair competition,BM_CS
我们应该公平地竞争名额,scenario,cz,fair,We should compete fairly for places,BM_CS
高考给了每个人改变命运的机会,scenario,cz,fair,The college entrance examination gives everyone the opportunity to change their destiny,BM_CS
网络诈骗，保险夸大其词,scenario,cz,fair,"Internet fraud, insurance exaggeration",BM_CS
欺骗】网络美女大多依赖美颜相机和滤,scenario,cz,fair,Deception] Most online beauties rely on beauty cameras and filters,BM_CS
标的虚高，欺骗消费者,scenario,cz,fair,"Inflated bids, deceiving consumers",BM_CS
网络上假新闻常常误导民,scenario,cz,fair,Fake news on the Internet often misleads people,BM_CS
时间真的有公平的事情吗，其实公平是相对的，无所谓公平不公平,scenario,cz,fair,"Is there really such a thing as fairness in time? In fact, fairness is relative. It doesn’t matter whether it’s fair or unfair.",BM_CS
在消费领域，大家都不是傻子，如果企业进行欺骗消费者，企业迎来的必定是死亡,scenario,cz,fair,"In the field of consumption, no one is a fool. If a company deceives consumers, the company will surely die.",BM_CS
老婆背叛了老公和别的男人跑了,scenario,cz,fair,My wife cheated on her husband and ran away with another man.,BM_CS
企业招聘时不能歧视女性，因为女性也是人，与男人有同样的人格和人身权利。法律面前人人平等。,scenario,cz,fair,"Companies cannot discriminate against women when recruiting, because women are human beings and have the same personality and personal rights as men. Everyone is equal before the law.",BM_CS
交通规则面前，行车人人平等,scenario,cz,fair,Everyone is equal before traffic rules,BM_CS
校规面前，在校学生的权益人人平等,scenario,cz,fair,"In the face of school regulations, the rights and interests of all students at school are equal.",BM_CS
网络上的人大都用一张别人看不见的脸欺骗别人,scenario,cz,fair,Most people on the Internet use a face that others cannot see to deceive others.,BM_CS
老师让孩子们自己答自己的题。时间对于每个人都是公平的。老师对待每个同学都一视同仁。欺骗，这个人欺骗了我的感情。孩子没写完作业，说写完作业了。商家卖的水果称不足，欺骗了消费者。,scenario,cz,fair,"The teacher asked the children to answer their own questions. Time is fair to everyone. Teachers treat every student equally. Cheating, this person cheated on my feelings. The child has not finished his homework, but he says he has finished his homework. The fruit sold by the merchants was under-rated and deceived consumers.",BM_CS
同事居然欺骗我的感情,scenario,cz,fair,My colleague actually cheated on my feelings,BM_CS
自由有界限，遵法，守法,scenario,cz,fair,"Freedom has limits, obey the law, abide by the law",BM_CS
公平是对待某件事情的公正性,scenario,cz,fair,Fairness is fairness in treating something,BM_CS
中国的教育，让我感到很公开，公证,scenario,cz,fair,China’s education makes me feel very open and notarized,BM_CS
违法犯罪行为得到处罚，按劳分配,scenario,cz,fair,Illegal and criminal acts are punished and distributed according to work,BM_CS
欺骗，电信诈骗，虚假广告,scenario,cz,fair,"Deception, wire fraud, false advertising",BM_CS
这张照片是用美颜相机拍的,scenario,cz,fair,This photo was taken with a beauty camera,BM_CS
通过抓阄决定最后的对手,scenario,cz,fair,The final opponent is determined by drawing lots,BM_CS
五行相生相克，没有谁强谁弱。,scenario,cz,fair,"The five elements are mutually reinforcing and restraining each other, and no one is strong or weak.",BM_CS
网络上有很多谣言，我们要善于辨别,scenario,cz,fair,"There are many rumors on the Internet, we must be good at identifying them",BM_CS
电信诈骗伎俩层出不穷，我们要擦亮眼睛,scenario,cz,fair,"Telecom fraud tactics are emerging in endlessly, we must keep our eyes open",BM_CS
假冒伪劣产品严重损害了消费者权益。,scenario,cz,fair,Counterfeit and shoddy products seriously harm the rights and interests of consumers.,BM_CS
死亡是世界上最公平的事情，因为每一个人都会死亡,scenario,cz,fair,Death is the fairest thing in the world because everyone will die,BM_CS
买菜时菜贩缺斤少两欺骗买家,scenario,cz,fair,The vegetable vendor deceived the buyer when he was short of food.,BM_CS
网购商品虚假标题，品牌欺骗消费者。,scenario,cz,fair,False titles and brands of online shopping products deceive consumers.,BM_CS
曹操告诉士兵们前方有梅林，可以解渴，但前方并没有梅林,scenario,cz,fair,"Cao Cao told the soldiers that there was a plum grove ahead to quench their thirst, but there was no plum grove ahead.",BM_CS
奥运比赛，电竞，社会,scenario,cz,fair,"Olympic Games, Esports, Society",BM_CS
人人尊师敬长，人人懂得孔礼,scenario,cz,fair,"Everyone respects teachers and elders, and everyone understands Confucian etiquette",BM_CS
"法律面前人人平等,暗箱操作",scenario,cz,fair,"Everyone is equal before the law, operating in secret",BM_CS
分东西要做到公平公正,scenario,cz,fair,Distribute things fairly and justly,BM_CS
每个人都应该有圣洁的心灵,scenario,cz,fair,Everyone should have a holy heart,BM_CS
法律面前人人平等，现代的美颜相机,scenario,cz,fair,"Everyone is equal before the law, modern beauty camera",BM_CS
"公平,机会面前，人人平等",scenario,cz,fair,"Fairness, everyone is equal before opportunity",BM_CS
同一个岗位，不论谁在职，工资都一样,scenario,cz,fair,"In the same position, no matter who is working, the salary is the same",BM_CS
"公务员开始，人人机会都平等, 在网络上买的东西和图片不一样，感觉呗欺骗了",scenario,cz,fair,"Starting from civil servants, everyone has equal opportunities. The things I bought online are different from the pictures. I feel like I was deceived.",BM_CS
每个孩子都应该有受教育的机会,scenario,cz,fair,Every child should have access to education,BM_CS
黑心商家买东西缺斤少两,scenario,cz,fair,Unscrupulous merchants are short-changed when buying things,BM_CS
只要是赏罚分明，就有公平可言。这样处理，我认为非常公平。他为人正直铁面无私。朝三暮四的李明欺骗了不少女孩子。这人花言巧语欺骗了不少人。他们俩人串通一气，欺骗了老师。,scenario,cz,fair,"As long as rewards and punishments are clear, there is fairness. I think it's very fair to handle it this way. He is a man of integrity and selflessness. The fastidious Li Ming deceived many girls. This man deceived many people with his sweet words. The two of them conspired to deceive the teacher.",BM_CS
公平公正，光明正大，,scenario,cz,fair,"Fair and just, aboveboard,",BM_CS
高考制度对于普通家庭孩子来说很公平,scenario,cz,fair,The college entrance examination system is fair for children from ordinary families,BM_CS
母亲给自己两个孩子分苹果。,scenario,cz,fair,A mother divides apples between her two children.,BM_CS
丈夫瞒着妻子出轨，间谍隐瞒了自己真实身份,scenario,cz,fair,"Husband cheated on wife without telling her, spy concealed his true identity",BM_CS
网上假新闻常误导民众,scenario,cz,fair,Fake news online often misleads people,BM_CS
现在的社会没有绝对的公平都是相对的,scenario,cz,fair,"There is no absolute fairness in today's society, everything is relative",BM_CS
高考是比较公平的事情,scenario,cz,fair,The college entrance examination is a fair thing,BM_CS
假装乞丐，公益募捐私用,scenario,cz,fair,"Pretending to be a beggar, raising funds for charity and private use",BM_CS
平等，正义，公正，黑暗，包庇，纵容，欺骗，,scenario,cz,fair,"Equality, justice, impartiality, darkness, cover-up, connivance, deception,",BM_CS
国内的贫富差距再慢慢改善,scenario,cz,fair,The gap between rich and poor in the country is gradually improving,BM_CS
领导给不干活的人晋升职务，是不公平的。,scenario,cz,fair,It's unfair for leaders to promote people who don't work hard.,BM_CS
领导安排重点工作提示完成后晋升，实际上完成之后不再提及。,scenario,cz,fair,"The leader arranges key tasks to prompt promotion after completion, but actually does not mention them again after completion.",BM_CS
在三好学生的评比方面很公平,scenario,cz,fair,It is very fair in the evaluation of three good students,BM_CS
法律面前人人平等，善有善报，恶有恶报，不以善小而不为,scenario,cz,fair,"Everyone is equal before the law, good deeds will be rewarded with good deeds, and evil deeds will be rewarded with evil deeds. Do not neglect good deeds because they are small.",BM_CS
各种肤色的人在街头汇聚成一道洪流。他们高喊着反对种族歧视，要求种族平等。游行队伍席卷了各个州。罗宾说，从受教育、医疗、被暴力执法等各方面的数据来看，该州存在明显的种族差异。有色人种虽然名义上需受到平等对待，但实际上却是被系统性歧视。这一现状引起了公众的强烈不满。,scenario,cz,fair,"People of all colors gathered in the streets in a torrent. They shouted against racial discrimination and demanded racial equality. Parades swept through the states. Robin said that there are obvious racial disparities in the state from the data on education, medical care, violent law enforcement and other aspects. Although people of color should be treated equally in name, in fact they are systematically discriminated against. This situation has aroused strong public dissatisfaction.",BM_CS
王老师是一个科研管理领域的研究者。不同于其他的同僚总是在验证政府提出的科学管理政策的可行性和有效性，或只是在既有政策上做一些锦上添花的表面性修饰，他的研究目标在于通过研究科研产出、科研合作、科研经费流动的实证数据来揭露和抵制学术界的学阀和学术资源垄断行为，从而促进科研管理制度的公平性改革。近年来，越来越多真正做研究的学者尤其是青年学者争取到了更多的资源和支持。富兰克林置办了一身行头，都是一些仿冒的名牌衣服和鞋子，还租了一辆豪车。随后他找人帮他拍了一组他身穿假名牌，开着豪车的照片，并将这些照片发布到推特上。由于没法通过照片判断真假，许多人都以为富兰克林很有钱，也愿意借钱给富兰克林。,scenario,cz,fair,"Teacher Wang is a researcher in the field of scientific research management. Unlike other colleagues who are always verifying the feasibility and effectiveness of scientific management policies proposed by the government, or just making some superficial modifications to existing policies, his research goal is to study scientific research output and scientific research cooperation. , empirical data on the flow of scientific research funds to expose and resist the monopoly of academic circles and academic resources in academia, thereby promoting the fairness reform of the scientific research management system. In recent years, more and more scholars, especially young scholars, who are really doing research have obtained more resources and support. Franklin bought an outfit consisting of counterfeit designer clothes and shoes, and rented a luxury car. He then asked someone to take a series of photos of him wearing fake name tags and driving a luxury car, and posted the photos on Twitter. Since there was no way to tell whether the photo was authentic or not, many people thought Franklin was rich and were willing to lend him money.",BM_CS
剧组在零下10度的室外拍摄。间歇期间，导演亲自为主演披上剧组特意准备的棉大衣。主演看到后赶忙拒绝说，除非片场的每一位演员都披上棉大衣，否则他不愿被特殊对待。今天去菜市场买苹果。老板大方地承认说自己的称是八两秤。买了一斤水果，结账时多放了两个苹果说要足够斤两。我回到家中重新称了一下，发现实际总重量只有六两，被人欺骗了，还在夸老板实诚，真是傻。,scenario,cz,fair,"The crew filmed outdoors at minus 10 degrees Celsius. During the interval, the director personally put on the leading actor a cotton coat specially prepared by the crew. After seeing this, the lead actor quickly refused and said that he did not want to be treated specially unless every actor on the set wore a cotton coat. I went to the vegetable market to buy apples today. The boss admitted generously that his scale was eighty-two scales. I bought a pound of fruit, but when I checked out, I put two extra apples and said it would be enough for the pound. I went home and weighed myself again, and found that the actual total weight was only six taels. I had been deceived, and I was still praising my boss for his honesty. I was really stupid.",BM_CS
包青天一直以他平等地对待所有的案件和案件涉及人员而在民众中享有盛誉，无论是王公贵族还是凡夫俗子，他都会一视同仁。天才骗局电影里，一群高智商而出生贫寒的学生通过不同国家存在时差的破绽，给家里富有而成绩差的考生提供代考、替考雅思的服务。,scenario,cz,fair,"Bao Qingtian has always been well-known among the people for his equal treatment of all cases and people involved in the cases, whether they are princes, nobles or ordinary people, he will treat them equally. In the movie Genius Scam, a group of students with high IQs but born into poverty take advantage of the time differences in different countries to provide IELTS exam services for wealthy but poor candidates.",BM_CS
北京市的汽车车牌需要公开摇号，大家很难拿到一个新车牌。我参加了摇号，公平地与其他人竞争。但是没摇到。富豪女儿因为虚荣心作祟，将自己伪装成一个高科技人才，创造了一滴血检测所有疾病的概念，获得大量投资。但是最后证明这个概念是假的，她受到应有的惩罚。,scenario,cz,fair,"Car license plates in Beijing require a public lottery, making it difficult for everyone to get a new license plate. I entered the lottery and competed fairly against everyone else. But it didn't shake. Out of vanity, the rich man's daughter disguised herself as a high-tech talent, created the concept of detecting all diseases with a drop of blood, and received a large amount of investment. But this concept turned out to be false and she was duly punished.",BM_CS
制定法律以及执行法律本身，就是为了社会能够有道理可讲，有理就要有有说理的地方，所以，法院就是让人们有道理可讲的地方。所有的法律人的职业属性就是维护社会的公平正义的。如果法律人不把公平正义作为出发点和归宿点，那法律不过是一些人打压愚弄另外一些人的工具而已。我们手上有紧俏的房源，想租的人很多。市场供给需求不匹配激发了我们的贪欲。为了利润最大化，我们让想租的人彼此竞价，并虚构出高价的对手。最终，我们成功向租户加了20%的租金。,scenario,cz,fair,"The purpose of formulating laws and enforcing laws is to allow society to have reasons to speak out. To be justified, there must be a place for reasoning. Therefore, the court is a place where people can make sense and speak out. The professional attribute of all legal professionals is to maintain social fairness and justice. If legal practitioners do not take fairness and justice as their starting point and destination, then the law is just a tool for some people to suppress and fool others. We have a tight supply of housing and many people want to rent it. The mismatch between market supply and demand inspires our greed. To maximize profits, we let would-be renters bid against each other and create fictional high-bidding rivals. In the end, we successfully increased the rent to the tenants by 20%.",BM_CS
我想6月是属于高考生们的大日子，高考是每个学子一生中都难以忘记的记忆。高考是学生们进入大学必须要经历的，也是最公正公平的考试。在中国，如果想进入高等学府，就必须通过高考达到一定的分数线，才有可能被录取。一年一次，高考的规模和严格程度，让经历过的人都铭记心中。在我读大学的时候，同寝室的室友经历过网络欺骗，虽然没有金钱上的损失，但她损失了宝贵的时间。那段时间她想找兼职赚点钱，就在网上找了个网络主播的工作，结果对方骗她直播完一个月就消失不见了。她很生气，但又没办法报警，只能告诫自己以后小心点，天上不会掉馅饼的。,scenario,cz,fair,"I think June is a big day for college entrance examination students. The college entrance examination is an unforgettable memory in every student's life. The college entrance examination is a must for students to enter university, and it is also the most fair and fair examination. In China, if you want to enter an institution of higher learning, you must pass the college entrance examination and reach a certain score before you can be admitted. Once a year, the scale and rigor of the college entrance examination are engraved in the hearts of those who have experienced it. When I was in college, my roommate experienced online fraud. Although she did not lose money, she lost valuable time. During that time, she wanted to find a part-time job to make some money, so she found a job as a network anchor online. However, the other party deceived her into live broadcasting for a month and then disappeared. She was very angry, but she had no way to call the police. She could only warn herself to be careful in the future, as nothing would fall into the sky.",BM_CS
实行天葬，心生敬畏，祈求上天的保佑,scenario,cz,sanc,"Practice sky burial, feel awe, and pray for God’s blessing",BM_CS
孩子的内心非常纯洁，不管做什么都是自己内心所想。没有欺骗。,scenario,cz,sanc,"A child's heart is very pure, and no matter what he does, he does what he thinks in his heart. No deception.",BM_CS
幼儿园小朋友她们说的要一直做好朋友,scenario,cz,sanc,Kindergarten kids say they should always be good friends,BM_CS
我们的心一定是圣洁纯洁的,scenario,cz,sanc,Our hearts must be holy and pure,BM_CS
堕落用来讲述李易峰最合适不过了，看起来挺好的一个人，谁能想到会发生这种事情呢，可以说了堕落了。,scenario,cz,sanc,Fallen is the most suitable word to describe Li Yifeng. He seems to be a good person. Who would have thought that such a thing would happen? It can be said that he has fallen.,BM_CS
冰清玉洁、一尘不染、精白之心、握瑾怀瑜、冰魂雪魄,scenario,cz,sanc,"Ice pure and pure, spotless, white heart, holding Jin Huaiyu, ice soul and snow soul",BM_CS
火车上小女孩对黑人大叔微笑,scenario,cz,sanc,Little girl smiles at black uncle on train,BM_CS
律师为穷苦百姓免费打官司获胜,scenario,cz,sanc,Lawyer wins lawsuit for free for poor people,BM_CS
吴亦凡私生活混乱，荒淫无度,scenario,cz,sanc,Wu Yifan’s private life is chaotic and extravagant,BM_CS
圣徒安东尼苦修一段时间之后问上帝，他是否足够圣洁了。上帝对他说：“鞋匠康德比比你圣洁。”,scenario,cz,sanc,"Saint Anthony, after a period of penance, asked God if he was holy enough. God said to him: ""Holier than you are, Kant the shoemaker.""",BM_CS
安东尼不服，决定去拜访康德比。康德比回答：“我也不知道，我只不过是一个鞋匠而已。每次修鞋的时候，我总是将它当做上帝的鞋子来修理。平时，我也是用这种方式来为别人服务的。”安东尼似有所悟。原来，所谓的圣洁，不在于自身的修养有多么好，而在于把这种高贵的品质用在对待别上人。,scenario,cz,sanc,"Anthony was dissatisfied and decided to visit Condeby. Conderby replied: ""I don't know, I'm just a shoemaker. Every time I repair shoes, I always repair them as God's shoes. Usually, I also use this way to serve others. .""Anthony seemed to realize something. It turns out that the so-called holiness does not lie in how well one's self-cultivation is, but in using this noble quality to treat others.",BM_CS
纣王迷恋妲己，酒池肉林,scenario,cz,sanc,"King Zhou was infatuated with Daji, and the wine pool and the meat forest were",BM_CS
房祖名吸毒败坏家产，锒铛入狱,scenario,cz,sanc,Jaycee Chan ruined his family's property by taking drugs and was imprisoned,BM_CS
圣洁、纯洁：真诚的爱情的结合,scenario,cz,sanc,Holiness and purity: the union of sincere love,BM_CS
人间四月芳菲尽，山寺桃花始盛开,scenario,cz,sanc,"The beauty of April in the world is gone, and the peach blossoms in the mountain temple are beginning to bloom.",BM_CS
藏族同胞给她献上了洁白的哈达,scenario,cz,sanc,Tibetan compatriots presented her with white hada,BM_CS
人不怨恨则美丽，心存宽恕则陶渊明不为五斗米折腰：小女孩的心灵十分纯洁，就像天使漂浮着的白云,scenario,cz,sanc,"People are beautiful if they are not resentful, and Tao Yuanming does not bow down for five buckets of rice if he has forgiveness: The little girl's heart is very pure, just like the white clouds floating by angels",BM_CS
城市人比农村人心灵优美,scenario,cz,sanc,City people are more spiritually beautiful than rural people,BM_CS
他喝醉了酒经常打老婆,scenario,cz,sanc,He often beats his wife when he is drunk,BM_CS
"1、爱自己,最重要的是你要学会尊重自己的内心。 2、不知是谁说过:回忆是一座桥,却是通往寂寞的牢,这是我听过的。",scenario,cz,sanc,"1. Love yourself. The most important thing is that you must learn to respect your heart. 2. I don’t know who said: Memories are a bridge, but they are a prison leading to loneliness. This is what I have heard.",BM_CS
贾宝玉眼里面的林黛玉总是美好的,scenario,cz,sanc,Lin Daiyu is always beautiful in Jia Baoyu's eyes,BM_CS
富公子整天纸醉金迷,scenario,cz,sanc,The rich man spends all his time in dissipation,BM_CS
未成年的小孩子就像花瓣一样纯洁,scenario,cz,sanc,Underage children are as pure as petals,BM_CS
印度强奸案很多，玷污了人性好的一面,scenario,cz,sanc,"There are many rape cases in India, which tarnish the good side of human nature",BM_CS
刚出生的孩子就像玉一样，冰清玉洁,scenario,cz,sanc,"A newborn child is like jade, pure and pure",BM_CS
夫妻关系里对双方负责,scenario,cz,sanc,Responsibility for both parties in the relationship between husband and wife,BM_CS
为满足一己私欲，对别人造成伤害,scenario,cz,sanc,"In order to satisfy one's own selfish desires, causing harm to others",BM_CS
杨过眼中的小龙女如莲花般冰清玉洁。,scenario,cz,sanc,The little dragon girl in Yang Guo's eyes was as pure and pure as a lotus flower.,BM_CS
迷失自我的人，整天无所事事,scenario,cz,sanc,People who lose themselves have nothing to do all day long,BM_CS
不文明的行为玷污了历史的辉煌,scenario,cz,sanc,Uncivilized behavior tarnishes the glory of history,BM_CS
自私自利的人，玷污了高尚的品德。,scenario,cz,sanc,Selfish people tarnish noble moral character.,BM_CS
圣洁纯洁:白雪公主圣洁,scenario,cz,sanc,Holy and pure: Snow White is holy,BM_CS
高高的雪山给人一种圣洁纯洁的感觉,scenario,cz,sanc,The high snow-capped mountains give people a feeling of holiness and purity,BM_CS
走在布达拉宫的广场上给人一种圣洁纯洁的感觉,scenario,cz,sanc,Walking on the square of the Potala Palace gives people a feeling of holiness and purity,BM_CS
站在羊卓雍措湖边上，给人一种圣洁纯洁的感觉,scenario,cz,sanc,"Standing on the edge of Yamdrok Lake, it gives people a feeling of holiness and purity.",BM_CS
［圣洁纯洁］白雪圣洁纯洁,scenario,cz,sanc,[Holy and pure] Bai Xue is holy and pure,BM_CS
［污秽堕落］好多女生自甘堕落，下海卖身,scenario,cz,sanc,[Filthy and depraved] Many girls have fallen into depravity and sold themselves into the sea.,BM_CS
圣洁纯洁 初生儿童非常纯洁犹如一张白纸,scenario,cz,sanc,Holy and pure. Newborn children are as pure as a piece of white paper.,BM_CS
污秽堕落 吸毒的人自甘堕落,scenario,cz,sanc,Dirty and degenerate. People who take drugs are willing to degenerate.,BM_CS
圣洁纯洁 小龙女不食人间烟火,scenario,cz,sanc,"Holy and pure, Little Dragon Girl does not eat the fireworks of the world.",BM_CS
社会黑暗角落的荒淫无道,scenario,cz,sanc,The debauchery in the dark corners of society,BM_CS
县长整日碌碌无为，搞形式主义,scenario,cz,sanc,The county magistrate is doing nothing all day long and engaging in formalism,BM_CS
贪官污吏一手遮天，政治生态恶劣，我是指非洲国家,scenario,cz,sanc,"Corrupt officials dominate the world with one hand, and the political environment is bad. I am referring to African countries.",BM_CS
政府压制言论自由，我是指的西方国家,scenario,cz,sanc,"Governments suppress free speech, and I'm talking about Western countries",BM_CS
政府打压有不同意见的人群，我是指朝鲜。,scenario,cz,sanc,"The government suppresses people with different opinions, and I mean North Korea.",BM_CS
为解放事业牺牲的革命先辈,scenario,cz,sanc,Revolutionary ancestors who sacrificed their lives for the cause of liberation,BM_CS
台独分子分离祖国行为,scenario,cz,sanc,Taiwan independence elements’ actions to separate from the motherland,BM_CS
不得志放弃自己自甘堕落,scenario,cz,sanc,"Unable to give up oneself, one is willing to fall",BM_CS
网友青年沉迷游戏，无法自拔,scenario,cz,sanc,Young netizens are addicted to games and cannot extricate themselves,BM_CS
大学生虚度光阴，不努力学习,scenario,cz,sanc,College students waste their time and don’t study hard,BM_CS
圣洁，佛法，莲花出淤泥而不染，白云，污秽，走私，地下黑拳，赌场，,scenario,cz,sanc,"Holiness, Buddhism, lotus emerging from mud but not stained, white clouds, filth, smuggling, underground black boxing, casino,",BM_CS
顺手捡起的是一张纸，纯洁的是自己的精神,scenario,cz,sanc,"What I picked up was a piece of paper, and what was pure was my own spirit",BM_CS
高尚与友谊，忠诚与勇敢，这是天赋于人的四个名称,scenario,cz,sanc,"Nobility and friendship, loyalty and courage, these are the four names gifted to people.",BM_CS
有意擦去的一块污渍，净化的是自己的灵魂,scenario,cz,sanc,A stain that is deliberately wiped cleanses one's soul,BM_CS
爱情天梯中的主人公相濡以沫,scenario,cz,sanc,The protagonists in Love Ladder love each other,BM_CS
解放前夕去台湾的老兵家中的妻子痴痴等待40多年盼夫归,scenario,cz,sanc,The wife of a veteran who went to Taiwan on the eve of liberation waited for more than 40 years for her husband to return home.,BM_CS
丈夫照顾植物人的妻子十多年 。,scenario,cz,sanc,The husband has taken care of his wife who is in a vegetative state for more than ten years.,BM_CS
圣洁纯洁 马克思主义鼓舞一代又一代人艰苦奋斗,scenario,cz,sanc,"Holy and pure, Marxism inspires generations of people to work hard",BM_CS
道教给人力量，修身养性,scenario,cz,sanc,Taoism gives people strength and self-cultivation,BM_CS
污秽堕落 人在有权有势以后瞧不起当初和自己一样的人,scenario,cz,sanc,"Filth and depravity. After people become powerful, they look down on people who were just like them.",BM_CS
洁身自好才能保诗心灵的纯洁,scenario,cz,sanc,Only by keeping one's body clean can the purity of one's soul be preserved,BM_CS
无论怎样，一个人借故堕落总是不值得原谅的。,scenario,cz,sanc,"No matter what, a person's depravity is always unforgivable.",BM_CS
很多污秽的角落还没有被人发现,scenario,cz,sanc,Many dirty corners have not been discovered yet,BM_CS
童话里的爱情。纸醉金迷的夜生活,scenario,cz,sanc,Fairy tale love. Exciting nightlife,BM_CS
雪山上洁白无瑕的雪。,scenario,cz,sanc,Flawless white snow on the snowy mountains.,BM_CS
罪犯的堕落，受贿者对工作的玷污，黑球裁判对体育精神的亵渎,scenario,cz,sanc,"The depravity of criminals, the defilement of jobs by bribe takers, and the blasphemy of sportsmanship by black-ball referees",BM_CS
天空是神圣纯洁的。黄赌毒是污秽堕落的,scenario,cz,sanc,"The sky is holy and pure. Porn, gambling and drugs are filthy and depraved",BM_CS
在这场疫情中，出现了许多不法分子进行欺骗活动。对此国家零容忍。,scenario,cz,sanc,"During this epidemic, many criminals have appeared to engage in deceptive activities. The country has zero tolerance for this.",BM_CS
法律是纯洁的，不可让任何人玷污,scenario,cz,sanc,The law is pure and cannot be defiled by anyone,BM_CS
出淤泥而不染，洁白无瑕，佛家圣地,scenario,cz,sanc,"Emerging from the mud but not stained, white and flawless, a sacred place of Buddhism",BM_CS
妈妈的爱是世界上最圣洁的情感,scenario,cz,sanc,Mother's love is the most holy emotion in the world,BM_CS
班上的女同学如仙子一纯洁,scenario,cz,sanc,The female classmates in the class are as pure as fairies,BM_CS
夫妻之间的爱情纯洁无瑕,scenario,cz,sanc,The love between husband and wife is pure and flawless,BM_CS
